filename,path,source,city,grid,split,data_type,terrain
DC_43_28_AGL.h5,data\GAMUS\heights\train\DC_43_28_AGL.h5,GAMUS,DC,43_28,train,heights,government_urban
DC_43_29_AGL.h5,data\GAMUS\heights\train\DC_43_29_AGL.h5,GAMUS,DC,43_29,train,heights,government_urban
DC_43_30_AGL.h5,data\GAMUS\heights\train\DC_43_30_AGL.h5,GAMUS,DC,43_30,train,heights,government_urban
DC_43_31_AGL.h5,data\GAMUS\heights\train\DC_43_31_AGL.h5,GAMUS,DC,43_31,train,heights,government_urban
DC_43_33_AGL.h5,data\GAMUS\heights\train\DC_43_33_AGL.h5,GAMUS,DC,43_33,train,heights,government_urban
DC_43_34_AGL.h5,data\GAMUS\heights\train\DC_43_34_AGL.h5,GAMUS,DC,43_34,train,heights,government_urban
DC_43_35_AGL.h5,data\GAMUS\heights\train\DC_43_35_AGL.h5,GAMUS,DC,43_35,train,heights,government_urban
DC_43_36_AGL.h5,data\GAMUS\heights\train\DC_43_36_AGL.h5,GAMUS,DC,43_36,train,heights,government_urban
DC_43_38_AGL.h5,data\GAMUS\heights\train\DC_43_38_AGL.h5,GAMUS,DC,43_38,train,heights,government_urban
DC_43_39_AGL.h5,data\GAMUS\heights\train\DC_43_39_AGL.h5,GAMUS,DC,43_39,train,heights,government_urban
DC_43_40_AGL.h5,data\GAMUS\heights\train\DC_43_40_AGL.h5,GAMUS,DC,43_40,train,heights,government_urban
DC_43_41_AGL.h5,data\GAMUS\heights\train\DC_43_41_AGL.h5,GAMUS,DC,43_41,train,heights,government_urban
DC_43_42_AGL.h5,data\GAMUS\heights\train\DC_43_42_AGL.h5,GAMUS,DC,43_42,train,heights,government_urban
DC_43_43_AGL.h5,data\GAMUS\heights\train\DC_43_43_AGL.h5,GAMUS,DC,43_43,train,heights,government_urban
DC_43_46_AGL.h5,data\GAMUS\heights\train\DC_43_46_AGL.h5,GAMUS,DC,43_46,train,heights,government_urban
DC_43_48_AGL.h5,data\GAMUS\heights\train\DC_43_48_AGL.h5,GAMUS,DC,43_48,train,heights,government_urban
DC_43_53_AGL.h5,data\GAMUS\heights\train\DC_43_53_AGL.h5,GAMUS,DC,43_53,train,heights,government_urban
DC_43_54_AGL.h5,data\GAMUS\heights\train\DC_43_54_AGL.h5,GAMUS,DC,43_54,train,heights,government_urban
DC_43_55_AGL.h5,data\GAMUS\heights\train\DC_43_55_AGL.h5,GAMUS,DC,43_55,train,heights,government_urban
DC_43_56_AGL.h5,data\GAMUS\heights\train\DC_43_56_AGL.h5,GAMUS,DC,43_56,train,heights,government_urban
DC_43_57_AGL.h5,data\GAMUS\heights\train\DC_43_57_AGL.h5,GAMUS,DC,43_57,train,heights,government_urban
DC_43_58_AGL.h5,data\GAMUS\heights\train\DC_43_58_AGL.h5,GAMUS,DC,43_58,train,heights,government_urban
DC_43_60_AGL.h5,data\GAMUS\heights\train\DC_43_60_AGL.h5,GAMUS,DC,43_60,train,heights,government_urban
DC_43_61_AGL.h5,data\GAMUS\heights\train\DC_43_61_AGL.h5,GAMUS,DC,43_61,train,heights,government_urban
DC_43_63_AGL.h5,data\GAMUS\heights\train\DC_43_63_AGL.h5,GAMUS,DC,43_63,train,heights,government_urban
DC_43_64_AGL.h5,data\GAMUS\heights\train\DC_43_64_AGL.h5,GAMUS,DC,43_64,train,heights,government_urban
DC_44_18_AGL.h5,data\GAMUS\heights\train\DC_44_18_AGL.h5,GAMUS,DC,44_18,train,heights,government_urban
DC_44_19_AGL.h5,data\GAMUS\heights\train\DC_44_19_AGL.h5,GAMUS,DC,44_19,train,heights,government_urban
DC_44_20_AGL.h5,data\GAMUS\heights\train\DC_44_20_AGL.h5,GAMUS,DC,44_20,train,heights,government_urban
DC_44_23_AGL.h5,data\GAMUS\heights\train\DC_44_23_AGL.h5,GAMUS,DC,44_23,train,heights,government_urban
DC_44_26_AGL.h5,data\GAMUS\heights\train\DC_44_26_AGL.h5,GAMUS,DC,44_26,train,heights,government_urban
DC_44_27_AGL.h5,data\GAMUS\heights\train\DC_44_27_AGL.h5,GAMUS,DC,44_27,train,heights,government_urban
DC_44_29_AGL.h5,data\GAMUS\heights\train\DC_44_29_AGL.h5,GAMUS,DC,44_29,train,heights,government_urban
DC_44_30_AGL.h5,data\GAMUS\heights\train\DC_44_30_AGL.h5,GAMUS,DC,44_30,train,heights,government_urban
DC_44_32_AGL.h5,data\GAMUS\heights\train\DC_44_32_AGL.h5,GAMUS,DC,44_32,train,heights,government_urban
DC_44_34_AGL.h5,data\GAMUS\heights\train\DC_44_34_AGL.h5,GAMUS,DC,44_34,train,heights,government_urban
DC_44_35_AGL.h5,data\GAMUS\heights\train\DC_44_35_AGL.h5,GAMUS,DC,44_35,train,heights,government_urban
DC_44_39_AGL.h5,data\GAMUS\heights\train\DC_44_39_AGL.h5,GAMUS,DC,44_39,train,heights,government_urban
DC_44_41_AGL.h5,data\GAMUS\heights\train\DC_44_41_AGL.h5,GAMUS,DC,44_41,train,heights,government_urban
DC_44_44_AGL.h5,data\GAMUS\heights\train\DC_44_44_AGL.h5,GAMUS,DC,44_44,train,heights,government_urban
DC_44_45_AGL.h5,data\GAMUS\heights\train\DC_44_45_AGL.h5,GAMUS,DC,44_45,train,heights,government_urban
DC_44_47_AGL.h5,data\GAMUS\heights\train\DC_44_47_AGL.h5,GAMUS,DC,44_47,train,heights,government_urban
DC_44_49_AGL.h5,data\GAMUS\heights\train\DC_44_49_AGL.h5,GAMUS,DC,44_49,train,heights,government_urban
DC_44_52_AGL.h5,data\GAMUS\heights\train\DC_44_52_AGL.h5,GAMUS,DC,44_52,train,heights,government_urban
DC_44_53_AGL.h5,data\GAMUS\heights\train\DC_44_53_AGL.h5,GAMUS,DC,44_53,train,heights,government_urban
DC_44_54_AGL.h5,data\GAMUS\heights\train\DC_44_54_AGL.h5,GAMUS,DC,44_54,train,heights,government_urban
DC_44_56_AGL.h5,data\GAMUS\heights\train\DC_44_56_AGL.h5,GAMUS,DC,44_56,train,heights,government_urban
DC_44_57_AGL.h5,data\GAMUS\heights\train\DC_44_57_AGL.h5,GAMUS,DC,44_57,train,heights,government_urban
DC_44_58_AGL.h5,data\GAMUS\heights\train\DC_44_58_AGL.h5,GAMUS,DC,44_58,train,heights,government_urban
DC_44_59_AGL.h5,data\GAMUS\heights\train\DC_44_59_AGL.h5,GAMUS,DC,44_59,train,heights,government_urban
DC_44_64_AGL.h5,data\GAMUS\heights\train\DC_44_64_AGL.h5,GAMUS,DC,44_64,train,heights,government_urban
DC_44_66_AGL.h5,data\GAMUS\heights\train\DC_44_66_AGL.h5,GAMUS,DC,44_66,train,heights,government_urban
DC_44_67_AGL.h5,data\GAMUS\heights\train\DC_44_67_AGL.h5,GAMUS,DC,44_67,train,heights,government_urban
DC_45_19_AGL.h5,data\GAMUS\heights\train\DC_45_19_AGL.h5,GAMUS,DC,45_19,train,heights,government_urban
DC_45_21_AGL.h5,data\GAMUS\heights\train\DC_45_21_AGL.h5,GAMUS,DC,45_21,train,heights,government_urban
DC_45_22_AGL.h5,data\GAMUS\heights\train\DC_45_22_AGL.h5,GAMUS,DC,45_22,train,heights,government_urban
DC_45_23_AGL.h5,data\GAMUS\heights\train\DC_45_23_AGL.h5,GAMUS,DC,45_23,train,heights,government_urban
DC_45_24_AGL.h5,data\GAMUS\heights\train\DC_45_24_AGL.h5,GAMUS,DC,45_24,train,heights,government_urban
DC_45_25_AGL.h5,data\GAMUS\heights\train\DC_45_25_AGL.h5,GAMUS,DC,45_25,train,heights,government_urban
DC_45_26_AGL.h5,data\GAMUS\heights\train\DC_45_26_AGL.h5,GAMUS,DC,45_26,train,heights,government_urban
DC_45_27_AGL.h5,data\GAMUS\heights\train\DC_45_27_AGL.h5,GAMUS,DC,45_27,train,heights,government_urban
DC_45_30_AGL.h5,data\GAMUS\heights\train\DC_45_30_AGL.h5,GAMUS,DC,45_30,train,heights,government_urban
DC_45_32_AGL.h5,data\GAMUS\heights\train\DC_45_32_AGL.h5,GAMUS,DC,45_32,train,heights,government_urban
DC_45_33_AGL.h5,data\GAMUS\heights\train\DC_45_33_AGL.h5,GAMUS,DC,45_33,train,heights,government_urban
DC_45_34_AGL.h5,data\GAMUS\heights\train\DC_45_34_AGL.h5,GAMUS,DC,45_34,train,heights,government_urban
DC_45_35_AGL.h5,data\GAMUS\heights\train\DC_45_35_AGL.h5,GAMUS,DC,45_35,train,heights,government_urban
DC_45_38_AGL.h5,data\GAMUS\heights\train\DC_45_38_AGL.h5,GAMUS,DC,45_38,train,heights,government_urban
DC_45_39_AGL.h5,data\GAMUS\heights\train\DC_45_39_AGL.h5,GAMUS,DC,45_39,train,heights,government_urban
DC_45_40_AGL.h5,data\GAMUS\heights\train\DC_45_40_AGL.h5,GAMUS,DC,45_40,train,heights,government_urban
DC_45_42_AGL.h5,data\GAMUS\heights\train\DC_45_42_AGL.h5,GAMUS,DC,45_42,train,heights,government_urban
DC_45_45_AGL.h5,data\GAMUS\heights\train\DC_45_45_AGL.h5,GAMUS,DC,45_45,train,heights,government_urban
DC_45_48_AGL.h5,data\GAMUS\heights\train\DC_45_48_AGL.h5,GAMUS,DC,45_48,train,heights,government_urban
DC_45_49_AGL.h5,data\GAMUS\heights\train\DC_45_49_AGL.h5,GAMUS,DC,45_49,train,heights,government_urban
DC_45_50_AGL.h5,data\GAMUS\heights\train\DC_45_50_AGL.h5,GAMUS,DC,45_50,train,heights,government_urban
DC_45_51_AGL.h5,data\GAMUS\heights\train\DC_45_51_AGL.h5,GAMUS,DC,45_51,train,heights,government_urban
DC_45_53_AGL.h5,data\GAMUS\heights\train\DC_45_53_AGL.h5,GAMUS,DC,45_53,train,heights,government_urban
DC_45_54_AGL.h5,data\GAMUS\heights\train\DC_45_54_AGL.h5,GAMUS,DC,45_54,train,heights,government_urban
DC_45_56_AGL.h5,data\GAMUS\heights\train\DC_45_56_AGL.h5,GAMUS,DC,45_56,train,heights,government_urban
DC_45_59_AGL.h5,data\GAMUS\heights\train\DC_45_59_AGL.h5,GAMUS,DC,45_59,train,heights,government_urban
DC_45_61_AGL.h5,data\GAMUS\heights\train\DC_45_61_AGL.h5,GAMUS,DC,45_61,train,heights,government_urban
DC_45_63_AGL.h5,data\GAMUS\heights\train\DC_45_63_AGL.h5,GAMUS,DC,45_63,train,heights,government_urban
DC_45_64_AGL.h5,data\GAMUS\heights\train\DC_45_64_AGL.h5,GAMUS,DC,45_64,train,heights,government_urban
DC_45_65_AGL.h5,data\GAMUS\heights\train\DC_45_65_AGL.h5,GAMUS,DC,45_65,train,heights,government_urban
DC_45_66_AGL.h5,data\GAMUS\heights\train\DC_45_66_AGL.h5,GAMUS,DC,45_66,train,heights,government_urban
DC_46_19_AGL.h5,data\GAMUS\heights\train\DC_46_19_AGL.h5,GAMUS,DC,46_19,train,heights,government_urban
DC_46_22_AGL.h5,data\GAMUS\heights\train\DC_46_22_AGL.h5,GAMUS,DC,46_22,train,heights,government_urban
DC_46_23_AGL.h5,data\GAMUS\heights\train\DC_46_23_AGL.h5,GAMUS,DC,46_23,train,heights,government_urban
DC_46_25_AGL.h5,data\GAMUS\heights\train\DC_46_25_AGL.h5,GAMUS,DC,46_25,train,heights,government_urban
DC_46_26_AGL.h5,data\GAMUS\heights\train\DC_46_26_AGL.h5,GAMUS,DC,46_26,train,heights,government_urban
DC_46_30_AGL.h5,data\GAMUS\heights\train\DC_46_30_AGL.h5,GAMUS,DC,46_30,train,heights,government_urban
DC_46_33_AGL.h5,data\GAMUS\heights\train\DC_46_33_AGL.h5,GAMUS,DC,46_33,train,heights,government_urban
DC_46_35_AGL.h5,data\GAMUS\heights\train\DC_46_35_AGL.h5,GAMUS,DC,46_35,train,heights,government_urban
DC_46_36_AGL.h5,data\GAMUS\heights\train\DC_46_36_AGL.h5,GAMUS,DC,46_36,train,heights,government_urban
DC_46_37_AGL.h5,data\GAMUS\heights\train\DC_46_37_AGL.h5,GAMUS,DC,46_37,train,heights,government_urban
DC_46_38_AGL.h5,data\GAMUS\heights\train\DC_46_38_AGL.h5,GAMUS,DC,46_38,train,heights,government_urban
DC_46_39_AGL.h5,data\GAMUS\heights\train\DC_46_39_AGL.h5,GAMUS,DC,46_39,train,heights,government_urban
DC_46_40_AGL.h5,data\GAMUS\heights\train\DC_46_40_AGL.h5,GAMUS,DC,46_40,train,heights,government_urban
DC_46_43_AGL.h5,data\GAMUS\heights\train\DC_46_43_AGL.h5,GAMUS,DC,46_43,train,heights,government_urban
DC_46_45_AGL.h5,data\GAMUS\heights\train\DC_46_45_AGL.h5,GAMUS,DC,46_45,train,heights,government_urban
DC_46_49_AGL.h5,data\GAMUS\heights\train\DC_46_49_AGL.h5,GAMUS,DC,46_49,train,heights,government_urban
DC_46_50_AGL.h5,data\GAMUS\heights\train\DC_46_50_AGL.h5,GAMUS,DC,46_50,train,heights,government_urban
DC_46_51_AGL.h5,data\GAMUS\heights\train\DC_46_51_AGL.h5,GAMUS,DC,46_51,train,heights,government_urban
DC_46_52_AGL.h5,data\GAMUS\heights\train\DC_46_52_AGL.h5,GAMUS,DC,46_52,train,heights,government_urban
DC_46_54_AGL.h5,data\GAMUS\heights\train\DC_46_54_AGL.h5,GAMUS,DC,46_54,train,heights,government_urban
DC_46_55_AGL.h5,data\GAMUS\heights\train\DC_46_55_AGL.h5,GAMUS,DC,46_55,train,heights,government_urban
DC_46_56_AGL.h5,data\GAMUS\heights\train\DC_46_56_AGL.h5,GAMUS,DC,46_56,train,heights,government_urban
DC_46_57_AGL.h5,data\GAMUS\heights\train\DC_46_57_AGL.h5,GAMUS,DC,46_57,train,heights,government_urban
DC_46_59_AGL.h5,data\GAMUS\heights\train\DC_46_59_AGL.h5,GAMUS,DC,46_59,train,heights,government_urban
DC_46_61_AGL.h5,data\GAMUS\heights\train\DC_46_61_AGL.h5,GAMUS,DC,46_61,train,heights,government_urban
DC_46_62_AGL.h5,data\GAMUS\heights\train\DC_46_62_AGL.h5,GAMUS,DC,46_62,train,heights,government_urban
DC_46_64_AGL.h5,data\GAMUS\heights\train\DC_46_64_AGL.h5,GAMUS,DC,46_64,train,heights,government_urban
DC_46_65_AGL.h5,data\GAMUS\heights\train\DC_46_65_AGL.h5,GAMUS,DC,46_65,train,heights,government_urban
DC_47_19_AGL.h5,data\GAMUS\heights\train\DC_47_19_AGL.h5,GAMUS,DC,47_19,train,heights,government_urban
DC_47_20_AGL.h5,data\GAMUS\heights\train\DC_47_20_AGL.h5,GAMUS,DC,47_20,train,heights,government_urban
DC_47_23_AGL.h5,data\GAMUS\heights\train\DC_47_23_AGL.h5,GAMUS,DC,47_23,train,heights,government_urban
DC_47_24_AGL.h5,data\GAMUS\heights\train\DC_47_24_AGL.h5,GAMUS,DC,47_24,train,heights,government_urban
DC_47_27_AGL.h5,data\GAMUS\heights\train\DC_47_27_AGL.h5,GAMUS,DC,47_27,train,heights,government_urban
DC_47_29_AGL.h5,data\GAMUS\heights\train\DC_47_29_AGL.h5,GAMUS,DC,47_29,train,heights,government_urban
DC_47_30_AGL.h5,data\GAMUS\heights\train\DC_47_30_AGL.h5,GAMUS,DC,47_30,train,heights,government_urban
DC_47_31_AGL.h5,data\GAMUS\heights\train\DC_47_31_AGL.h5,GAMUS,DC,47_31,train,heights,government_urban
DC_47_33_AGL.h5,data\GAMUS\heights\train\DC_47_33_AGL.h5,GAMUS,DC,47_33,train,heights,government_urban
DC_47_35_AGL.h5,data\GAMUS\heights\train\DC_47_35_AGL.h5,GAMUS,DC,47_35,train,heights,government_urban
DC_47_36_AGL.h5,data\GAMUS\heights\train\DC_47_36_AGL.h5,GAMUS,DC,47_36,train,heights,government_urban
DC_47_38_AGL.h5,data\GAMUS\heights\train\DC_47_38_AGL.h5,GAMUS,DC,47_38,train,heights,government_urban
DC_47_39_AGL.h5,data\GAMUS\heights\train\DC_47_39_AGL.h5,GAMUS,DC,47_39,train,heights,government_urban
DC_47_40_AGL.h5,data\GAMUS\heights\train\DC_47_40_AGL.h5,GAMUS,DC,47_40,train,heights,government_urban
DC_47_42_AGL.h5,data\GAMUS\heights\train\DC_47_42_AGL.h5,GAMUS,DC,47_42,train,heights,government_urban
DC_47_44_AGL.h5,data\GAMUS\heights\train\DC_47_44_AGL.h5,GAMUS,DC,47_44,train,heights,government_urban
DC_47_45_AGL.h5,data\GAMUS\heights\train\DC_47_45_AGL.h5,GAMUS,DC,47_45,train,heights,government_urban
DC_47_46_AGL.h5,data\GAMUS\heights\train\DC_47_46_AGL.h5,GAMUS,DC,47_46,train,heights,government_urban
DC_47_48_AGL.h5,data\GAMUS\heights\train\DC_47_48_AGL.h5,GAMUS,DC,47_48,train,heights,government_urban
DC_47_49_AGL.h5,data\GAMUS\heights\train\DC_47_49_AGL.h5,GAMUS,DC,47_49,train,heights,government_urban
DC_47_50_AGL.h5,data\GAMUS\heights\train\DC_47_50_AGL.h5,GAMUS,DC,47_50,train,heights,government_urban
DC_47_51_AGL.h5,data\GAMUS\heights\train\DC_47_51_AGL.h5,GAMUS,DC,47_51,train,heights,government_urban
DC_47_55_AGL.h5,data\GAMUS\heights\train\DC_47_55_AGL.h5,GAMUS,DC,47_55,train,heights,government_urban
DC_47_56_AGL.h5,data\GAMUS\heights\train\DC_47_56_AGL.h5,GAMUS,DC,47_56,train,heights,government_urban
DC_47_57_AGL.h5,data\GAMUS\heights\train\DC_47_57_AGL.h5,GAMUS,DC,47_57,train,heights,government_urban
DC_47_58_AGL.h5,data\GAMUS\heights\train\DC_47_58_AGL.h5,GAMUS,DC,47_58,train,heights,government_urban
DC_47_59_AGL.h5,data\GAMUS\heights\train\DC_47_59_AGL.h5,GAMUS,DC,47_59,train,heights,government_urban
DC_47_60_AGL.h5,data\GAMUS\heights\train\DC_47_60_AGL.h5,GAMUS,DC,47_60,train,heights,government_urban
DC_47_62_AGL.h5,data\GAMUS\heights\train\DC_47_62_AGL.h5,GAMUS,DC,47_62,train,heights,government_urban
DC_47_64_AGL.h5,data\GAMUS\heights\train\DC_47_64_AGL.h5,GAMUS,DC,47_64,train,heights,government_urban
DC_48_21_AGL.h5,data\GAMUS\heights\train\DC_48_21_AGL.h5,GAMUS,DC,48_21,train,heights,government_urban
DC_48_24_AGL.h5,data\GAMUS\heights\train\DC_48_24_AGL.h5,GAMUS,DC,48_24,train,heights,government_urban
DC_48_25_AGL.h5,data\GAMUS\heights\train\DC_48_25_AGL.h5,GAMUS,DC,48_25,train,heights,government_urban
DC_48_29_AGL.h5,data\GAMUS\heights\train\DC_48_29_AGL.h5,GAMUS,DC,48_29,train,heights,government_urban
DC_48_30_AGL.h5,data\GAMUS\heights\train\DC_48_30_AGL.h5,GAMUS,DC,48_30,train,heights,government_urban
DC_48_33_AGL.h5,data\GAMUS\heights\train\DC_48_33_AGL.h5,GAMUS,DC,48_33,train,heights,government_urban
DC_48_34_AGL.h5,data\GAMUS\heights\train\DC_48_34_AGL.h5,GAMUS,DC,48_34,train,heights,government_urban
DC_48_41_AGL.h5,data\GAMUS\heights\train\DC_48_41_AGL.h5,GAMUS,DC,48_41,train,heights,government_urban
DC_48_42_AGL.h5,data\GAMUS\heights\train\DC_48_42_AGL.h5,GAMUS,DC,48_42,train,heights,government_urban
DC_48_43_AGL.h5,data\GAMUS\heights\train\DC_48_43_AGL.h5,GAMUS,DC,48_43,train,heights,government_urban
DC_48_44_AGL.h5,data\GAMUS\heights\train\DC_48_44_AGL.h5,GAMUS,DC,48_44,train,heights,government_urban
DC_48_45_AGL.h5,data\GAMUS\heights\train\DC_48_45_AGL.h5,GAMUS,DC,48_45,train,heights,government_urban
DC_48_50_AGL.h5,data\GAMUS\heights\train\DC_48_50_AGL.h5,GAMUS,DC,48_50,train,heights,government_urban
DC_48_53_AGL.h5,data\GAMUS\heights\train\DC_48_53_AGL.h5,GAMUS,DC,48_53,train,heights,government_urban
DC_48_54_AGL.h5,data\GAMUS\heights\train\DC_48_54_AGL.h5,GAMUS,DC,48_54,train,heights,government_urban
DC_48_55_AGL.h5,data\GAMUS\heights\train\DC_48_55_AGL.h5,GAMUS,DC,48_55,train,heights,government_urban
DC_48_59_AGL.h5,data\GAMUS\heights\train\DC_48_59_AGL.h5,GAMUS,DC,48_59,train,heights,government_urban
DC_48_61_AGL.h5,data\GAMUS\heights\train\DC_48_61_AGL.h5,GAMUS,DC,48_61,train,heights,government_urban
DC_48_62_AGL.h5,data\GAMUS\heights\train\DC_48_62_AGL.h5,GAMUS,DC,48_62,train,heights,government_urban
DC_48_63_AGL.h5,data\GAMUS\heights\train\DC_48_63_AGL.h5,GAMUS,DC,48_63,train,heights,government_urban
DC_49_25_AGL.h5,data\GAMUS\heights\train\DC_49_25_AGL.h5,GAMUS,DC,49_25,train,heights,government_urban
DC_49_26_AGL.h5,data\GAMUS\heights\train\DC_49_26_AGL.h5,GAMUS,DC,49_26,train,heights,government_urban
DC_49_29_AGL.h5,data\GAMUS\heights\train\DC_49_29_AGL.h5,GAMUS,DC,49_29,train,heights,government_urban
DC_49_30_AGL.h5,data\GAMUS\heights\train\DC_49_30_AGL.h5,GAMUS,DC,49_30,train,heights,government_urban
DC_49_31_AGL.h5,data\GAMUS\heights\train\DC_49_31_AGL.h5,GAMUS,DC,49_31,train,heights,government_urban
DC_49_32_AGL.h5,data\GAMUS\heights\train\DC_49_32_AGL.h5,GAMUS,DC,49_32,train,heights,government_urban
DC_49_33_AGL.h5,data\GAMUS\heights\train\DC_49_33_AGL.h5,GAMUS,DC,49_33,train,heights,government_urban
DC_49_34_AGL.h5,data\GAMUS\heights\train\DC_49_34_AGL.h5,GAMUS,DC,49_34,train,heights,government_urban
DC_49_36_AGL.h5,data\GAMUS\heights\train\DC_49_36_AGL.h5,GAMUS,DC,49_36,train,heights,government_urban
DC_49_37_AGL.h5,data\GAMUS\heights\train\DC_49_37_AGL.h5,GAMUS,DC,49_37,train,heights,government_urban
DC_49_42_AGL.h5,data\GAMUS\heights\train\DC_49_42_AGL.h5,GAMUS,DC,49_42,train,heights,government_urban
DC_49_43_AGL.h5,data\GAMUS\heights\train\DC_49_43_AGL.h5,GAMUS,DC,49_43,train,heights,government_urban
DC_49_44_AGL.h5,data\GAMUS\heights\train\DC_49_44_AGL.h5,GAMUS,DC,49_44,train,heights,government_urban
DC_49_45_AGL.h5,data\GAMUS\heights\train\DC_49_45_AGL.h5,GAMUS,DC,49_45,train,heights,government_urban
DC_49_46_AGL.h5,data\GAMUS\heights\train\DC_49_46_AGL.h5,GAMUS,DC,49_46,train,heights,government_urban
DC_49_50_AGL.h5,data\GAMUS\heights\train\DC_49_50_AGL.h5,GAMUS,DC,49_50,train,heights,government_urban
DC_49_51_AGL.h5,data\GAMUS\heights\train\DC_49_51_AGL.h5,GAMUS,DC,49_51,train,heights,government_urban
DC_49_56_AGL.h5,data\GAMUS\heights\train\DC_49_56_AGL.h5,GAMUS,DC,49_56,train,heights,government_urban
DC_49_57_AGL.h5,data\GAMUS\heights\train\DC_49_57_AGL.h5,GAMUS,DC,49_57,train,heights,government_urban
DC_49_59_AGL.h5,data\GAMUS\heights\train\DC_49_59_AGL.h5,GAMUS,DC,49_59,train,heights,government_urban
DC_49_61_AGL.h5,data\GAMUS\heights\train\DC_49_61_AGL.h5,GAMUS,DC,49_61,train,heights,government_urban
DC_49_62_AGL.h5,data\GAMUS\heights\train\DC_49_62_AGL.h5,GAMUS,DC,49_62,train,heights,government_urban
DC_50_22_AGL.h5,data\GAMUS\heights\train\DC_50_22_AGL.h5,GAMUS,DC,50_22,train,heights,government_urban
DC_50_25_AGL.h5,data\GAMUS\heights\train\DC_50_25_AGL.h5,GAMUS,DC,50_25,train,heights,government_urban
DC_50_26_AGL.h5,data\GAMUS\heights\train\DC_50_26_AGL.h5,GAMUS,DC,50_26,train,heights,government_urban
DC_50_27_AGL.h5,data\GAMUS\heights\train\DC_50_27_AGL.h5,GAMUS,DC,50_27,train,heights,government_urban
DC_50_28_AGL.h5,data\GAMUS\heights\train\DC_50_28_AGL.h5,GAMUS,DC,50_28,train,heights,government_urban
DC_50_30_AGL.h5,data\GAMUS\heights\train\DC_50_30_AGL.h5,GAMUS,DC,50_30,train,heights,government_urban
DC_50_34_AGL.h5,data\GAMUS\heights\train\DC_50_34_AGL.h5,GAMUS,DC,50_34,train,heights,government_urban
DC_50_35_AGL.h5,data\GAMUS\heights\train\DC_50_35_AGL.h5,GAMUS,DC,50_35,train,heights,government_urban
DC_50_36_AGL.h5,data\GAMUS\heights\train\DC_50_36_AGL.h5,GAMUS,DC,50_36,train,heights,government_urban
DC_50_37_AGL.h5,data\GAMUS\heights\train\DC_50_37_AGL.h5,GAMUS,DC,50_37,train,heights,government_urban
DC_50_40_AGL.h5,data\GAMUS\heights\train\DC_50_40_AGL.h5,GAMUS,DC,50_40,train,heights,government_urban
DC_50_42_AGL.h5,data\GAMUS\heights\train\DC_50_42_AGL.h5,GAMUS,DC,50_42,train,heights,government_urban
DC_50_43_AGL.h5,data\GAMUS\heights\train\DC_50_43_AGL.h5,GAMUS,DC,50_43,train,heights,government_urban
DC_50_44_AGL.h5,data\GAMUS\heights\train\DC_50_44_AGL.h5,GAMUS,DC,50_44,train,heights,government_urban
DC_50_45_AGL.h5,data\GAMUS\heights\train\DC_50_45_AGL.h5,GAMUS,DC,50_45,train,heights,government_urban
DC_50_46_AGL.h5,data\GAMUS\heights\train\DC_50_46_AGL.h5,GAMUS,DC,50_46,train,heights,government_urban
DC_50_47_AGL.h5,data\GAMUS\heights\train\DC_50_47_AGL.h5,GAMUS,DC,50_47,train,heights,government_urban
DC_50_48_AGL.h5,data\GAMUS\heights\train\DC_50_48_AGL.h5,GAMUS,DC,50_48,train,heights,government_urban
DC_50_49_AGL.h5,data\GAMUS\heights\train\DC_50_49_AGL.h5,GAMUS,DC,50_49,train,heights,government_urban
DC_50_50_AGL.h5,data\GAMUS\heights\train\DC_50_50_AGL.h5,GAMUS,DC,50_50,train,heights,government_urban
DC_50_54_AGL.h5,data\GAMUS\heights\train\DC_50_54_AGL.h5,GAMUS,DC,50_54,train,heights,government_urban
DC_50_57_AGL.h5,data\GAMUS\heights\train\DC_50_57_AGL.h5,GAMUS,DC,50_57,train,heights,government_urban
DC_50_58_AGL.h5,data\GAMUS\heights\train\DC_50_58_AGL.h5,GAMUS,DC,50_58,train,heights,government_urban
DC_50_59_AGL.h5,data\GAMUS\heights\train\DC_50_59_AGL.h5,GAMUS,DC,50_59,train,heights,government_urban
DC_50_60_AGL.h5,data\GAMUS\heights\train\DC_50_60_AGL.h5,GAMUS,DC,50_60,train,heights,government_urban
DC_50_61_AGL.h5,data\GAMUS\heights\train\DC_50_61_AGL.h5,GAMUS,DC,50_61,train,heights,government_urban
DC_51_22_AGL.h5,data\GAMUS\heights\train\DC_51_22_AGL.h5,GAMUS,DC,51_22,train,heights,government_urban
DC_51_23_AGL.h5,data\GAMUS\heights\train\DC_51_23_AGL.h5,GAMUS,DC,51_23,train,heights,government_urban
DC_51_24_AGL.h5,data\GAMUS\heights\train\DC_51_24_AGL.h5,GAMUS,DC,51_24,train,heights,government_urban
DC_51_28_AGL.h5,data\GAMUS\heights\train\DC_51_28_AGL.h5,GAMUS,DC,51_28,train,heights,government_urban
DC_51_29_AGL.h5,data\GAMUS\heights\train\DC_51_29_AGL.h5,GAMUS,DC,51_29,train,heights,government_urban
DC_51_30_AGL.h5,data\GAMUS\heights\train\DC_51_30_AGL.h5,GAMUS,DC,51_30,train,heights,government_urban
DC_51_32_AGL.h5,data\GAMUS\heights\train\DC_51_32_AGL.h5,GAMUS,DC,51_32,train,heights,government_urban
DC_51_34_AGL.h5,data\GAMUS\heights\train\DC_51_34_AGL.h5,GAMUS,DC,51_34,train,heights,government_urban
